$1000 Damage to Any One Person's Property,Active School Zone Flag,At Intersection Flag,Average Daily Traffic Amount,Construction Zone Flag,Crash Severity,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Intersection Related,Roadway Part,Speed Limit,Surface Condition,Traffic Control Type,Person Helmet
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1621,1,2014,Friday,Driveway Access,Other (Explain In Narrative),30,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,245,1,2014,Saturday,Non Intersection,Main/Proper Lane,40,Wet,None,"Worn, Unk Damage"
No,No,FALSE,33647,No,Non-Incapacitating Injury,2208,1,2014,Monday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1903,1,2014,Thursday,Intersection,Main/Proper Lane,-1,Dry,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Possible Injury,957,1,2014,Thursday,Driveway Access,Main/Proper Lane,-1,Dry,Other (Explain In Narrative),Unknown If Worn
Yes,No,TRUE,21351,No,Possible Injury,1330,1,2014,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,228,2,2014,Sunday,Intersection Related,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,228,2,2014,Sunday,Intersection Related,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,228,2,2014,Sunday,Intersection Related,Main/Proper Lane,35,Dry,None,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1659,1,2014,Tuesday,Driveway Access,Main/Proper Lane,40,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2118,1,2014,Tuesday,Non Intersection,Other (Explain In Narrative),40,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Possible Injury,747,1,2014,Wednesday,Driveway Access,Other (Explain In Narrative),35,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,1035,1,2014,Thursday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,Unknown If Worn
No,No,FALSE,64902,No,Incapacitating Injury,2246,1,2014,Friday,Non Intersection,Main/Proper Lane,55,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1736,1,2014,Friday,Non Intersection,Main/Proper Lane,45,Dry,No Passing Zone,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,957,1,2014,Sunday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Damaged"
No,No,TRUE,No Data,No,Possible Injury,1700,1,2014,Tuesday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1148,1,2014,Wednesday,Non Intersection,Other (Explain In Narrative),35,Dry,Officer,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,839,1,2014,Wednesday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1809,1,2014,Thursday,Intersection,Main/Proper Lane,-1,Dry,Flashing Red Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,821,1,2014,Friday,Intersection,Service/Frontage Road,50,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,1542,1,2014,Friday,Non Intersection,Main/Proper Lane,30,Dry,Signal Light With Red Light Running Camera,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1549,1,2014,Friday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1008,1,2014,Saturday,Intersection Related,Main/Proper Lane,45,Dry,Stop Sign,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1057,1,2014,Saturday,Non Intersection,Service/Frontage Road,-1,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,853,1,2014,Monday,Driveway Access,Main/Proper Lane,30,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1030,1,2014,Tuesday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1749,1,2014,Wednesday,Intersection Related,Main/Proper Lane,40,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2222,1,2014,Thursday,Intersection,Main/Proper Lane,35,Dry,Center Stripe/Divider,Unknown If Worn
Yes,No,FALSE,No Data,No,Possible Injury,956,1,2014,Thursday,Driveway Access,Main/Proper Lane,45,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,919,1,2014,Friday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,806,1,2014,Friday,Intersection Related,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,FALSE,136130,No,Not Injured,2021,0,2014,Friday,Non Intersection,Service/Frontage Road,55,Dry,Marked Lanes,Unknown If Worn
Yes,No,FALSE,44197,No,Incapacitating Injury,851,1,2014,Saturday,Intersection Related,Main/Proper Lane,55,Dry,Yield Sign,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1440,1,2014,Saturday,Intersection Related,Service/Frontage Road,-1,Dry,Signal Light,Unknown If Worn
No,No,FALSE,No Data,No,Incapacitating Injury,2017,1,2014,Saturday,Non Intersection,Main/Proper Lane,40,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1600,1,2014,Monday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1827,1,2014,Tuesday,Driveway Access,Main/Proper Lane,45,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1320,1,2014,Wednesday,Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1652,1,2014,Wednesday,Non Intersection,Main/Proper Lane,45,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Incapacitating Injury,1426,1,2014,Thursday,Intersection Related,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,948,1,2014,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1823,1,2014,Friday,Intersection Related,Main/Proper Lane,35,Dry,Bike Lane,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,924,1,2014,Friday,Intersection Related,Main/Proper Lane,-1,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,834,1,2014,Tuesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1656,1,2014,Wednesday,Intersection,Main/Proper Lane,35,Wet,Bike Lane,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,845,1,2014,Thursday,Non Intersection,Main/Proper Lane,35,Wet,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2027,1,2014,Friday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,TRUE,136130,No,Non-Incapacitating Injury,705,1,2014,Friday,Intersection Related,Service/Frontage Road,55,Dry,Crosswalk,Not Worn
No,No,TRUE,No Data,No,Incapacitating Injury,1939,1,2014,Saturday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light With Red Light Running Camera,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1935,1,2014,Tuesday,Driveway Access,Service/Frontage Road,55,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1935,1,2014,Tuesday,Driveway Access,Service/Frontage Road,55,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1434,1,2014,Tuesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,1228,1,2014,Sunday,Driveway Access,Main/Proper Lane,40,Wet,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1843,1,2014,Thursday,Intersection,Main/Proper Lane,-1,Wet,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1928,1,2014,Thursday,Intersection Related,Main/Proper Lane,-1,Wet,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1218,1,2014,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1246,2,2014,Saturday,Intersection,Main/Proper Lane,30,Wet,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1246,2,2014,Saturday,Intersection,Main/Proper Lane,30,Wet,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2010,1,2014,Saturday,Intersection,Main/Proper Lane,30,Wet,Bike Lane,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1516,1,2014,Sunday,Intersection Related,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1735,1,2014,Monday,Non Intersection,Main/Proper Lane,-1,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1425,1,2014,Tuesday,Driveway Access,Main/Proper Lane,40,Dry,Marked Lanes,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Incapacitating Injury,844,1,2014,Tuesday,Non Intersection,Main/Proper Lane,35,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1544,1,2014,Wednesday,Intersection,Main/Proper Lane,-1,Dry,Stop Sign,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1551,1,2014,Wednesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Damaged"
No,No,FALSE,No Data,No,Possible Injury,230,1,2014,Friday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,700,1,2014,Monday,Intersection,Main/Proper Lane,35,Dry,Flashing Red Light,"Worn, Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1602,1,2014,Monday,Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1719,1,2014,Tuesday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Incapacitating Injury,1535,1,2014,Thursday,Non Intersection,Main/Proper Lane,-1,Wet,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1517,1,2014,Friday,Driveway Access,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Not Injured,1631,0,2014,Friday,Driveway Access,Service/Frontage Road,55,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,725,1,2014,Monday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,1922,1,2014,Tuesday,Non Intersection,Service/Frontage Road,40,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1750,1,2014,Friday,Driveway Access,Main/Proper Lane,30,Dry,None,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,212,1,2014,Sunday,Non Intersection,Main/Proper Lane,-1,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,180878,No,Non-Incapacitating Injury,1907,1,2014,Tuesday,Intersection,Service/Frontage Road,40,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2033,1,2014,Tuesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Not Injured,758,0,2014,Tuesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1244,1,2014,Thursday,Non Intersection,Main/Proper Lane,40,Dry,Center Stripe/Divider,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,900,1,2014,Thursday,Non Intersection,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2133,1,2014,Thursday,Intersection Related,Main/Proper Lane,-1,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1045,1,2014,Monday,Non Intersection,Main/Proper Lane,45,Dry,Bike Lane,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1249,1,2014,Friday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,FALSE,130691,No,Non-Incapacitating Injury,718,1,2014,Saturday,Non Intersection,Service/Frontage Road,50,Wet,Marked Lanes,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,2023,1,2015,Friday,Non Intersection,Main/Proper Lane,30,Wet,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1800,1,2015,Friday,Intersection,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Possible Injury,635,1,2015,Thursday,Non Intersection,Other (Explain In Narrative),50,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1051,1,2015,Friday,Intersection,Main/Proper Lane,40,Wet,Signal Light With Red Light Running Camera,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Incapacitating Injury,538,1,2015,Saturday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1600,1,2015,Sunday,Non Intersection,Other (Explain In Narrative),-1,Dry,None,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,810,1,2015,Sunday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Not Injured,1047,0,2015,Monday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Unknown If Worn
No,No,TRUE,44197,No,Incapacitating Injury,1525,1,2015,Tuesday,Intersection,Main/Proper Lane,-1,Dry,Bike Lane,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1419,1,2015,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,"Worn, Damaged"
No,No,TRUE,115456,No,Possible Injury,1448,1,2015,Thursday,Intersection Related,Service/Frontage Road,-1,Dry,Yield Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1256,1,2015,Thursday,Driveway Access,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,940,1,2015,Friday,Intersection,Main/Proper Lane,30,Dry,Yield Sign,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1839,1,2015,Friday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1600,1,2015,Sunday,Intersection,Main/Proper Lane,30,Dry,None,Not Worn
Yes,No,TRUE,124466,No,Non-Incapacitating Injury,1142,1,2015,Tuesday,Intersection Related,Main/Proper Lane,55,Wet,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2032,1,2015,Saturday,Non Intersection,Main/Proper Lane,40,Dry,Center Stripe/Divider,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1830,1,2015,Sunday,Intersection,Main/Proper Lane,-1,Dry,Signal Light With Red Light Running Camera,Not Worn
Yes,No,FALSE,No Data,No,Possible Injury,830,1,2015,Monday,Non Intersection,Main/Proper Lane,30,Dry,None,"Worn, Damaged"
No,No,FALSE,22613,No,Incapacitating Injury,2205,1,2015,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1119,1,2015,Thursday,Driveway Access,Main/Proper Lane,35,Dry,Center Stripe/Divider,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,756,1,2015,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Unk Damage"
No,No,TRUE,29304,No,Non-Incapacitating Injury,1814,1,2015,Saturday,Intersection Related,Main/Proper Lane,32,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,909,1,2015,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Possible Injury,1215,1,2015,Saturday,Intersection,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1923,1,2015,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1235,1,2015,Saturday,Non Intersection,Main/Proper Lane,25,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,502,1,2015,Friday,Non Intersection,Main/Proper Lane,45,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1957,1,2015,Tuesday,Intersection,Main/Proper Lane,-1,Wet,Marked Lanes,Unknown If Worn
No,No,TRUE,34215,No,Not Injured,1855,0,2015,Thursday,Intersection Related,Main/Proper Lane,40,Dry,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Incapacitating Injury,2259,1,2015,Wednesday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2045,1,2015,Thursday,Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,1229,1,2015,Friday,Driveway Access,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Not Injured,1747,0,2015,Saturday,Intersection,Main/Proper Lane,25,Dry,Other (Explain In Narrative),Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1605,1,2015,Sunday,Driveway Access,Main/Proper Lane,25,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,231,2,2015,Sunday,Intersection Related,Main/Proper Lane,30,Dry,Center Stripe/Divider,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,231,2,2015,Sunday,Intersection Related,Main/Proper Lane,30,Dry,Center Stripe/Divider,Not Worn
No,No,FALSE,130691,No,Possible Injury,1610,1,2015,Monday,Intersection Related,Service/Frontage Road,50,Dry,Yield Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1203,1,2015,Wednesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,36,1,2015,Wednesday,Non Intersection,Main/Proper Lane,30,Wet,None,Not Worn
No,No,TRUE,33647,No,Non-Incapacitating Injury,1251,1,2015,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Unknown If Worn
No,No,FALSE,No Data,No,Not Injured,30,0,2015,Thursday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,2105,1,2015,Thursday,Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,FALSE,No Data,No,Not Injured,251,0,2015,Sunday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,FALSE,No Data,No,Not Injured,251,0,2015,Sunday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
Yes,No,TRUE,34215,No,Non-Incapacitating Injury,1733,2,2015,Sunday,Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,34215,No,Non-Incapacitating Injury,1733,2,2015,Sunday,Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1221,1,2015,Monday,Intersection,Main/Proper Lane,25,Dry,Bike Lane,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,814,1,2015,Tuesday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,1912,1,2015,Tuesday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,851,1,2015,Wednesday,Driveway Access,Main/Proper Lane,-1,Dry,Center Stripe/Divider,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,545,1,2015,Wednesday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1756,1,2015,Wednesday,Intersection Related,Main/Proper Lane,45,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1319,1,2015,Wednesday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2016,1,2015,Friday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light With Red Light Running Camera,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1243,1,2015,Saturday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1525,1,2015,Saturday,Non Intersection,Main/Proper Lane,40,Dry,Center Stripe/Divider,Unknown If Worn
Yes,No,FALSE,No Data,No,Possible Injury,1749,3,2015,Monday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Not Injured,824,0,2015,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,None,"Worn, Unk Damage"
Yes,No,TRUE,197636,No,Incapacitating Injury,2116,1,2015,Wednesday,Intersection,Service/Frontage Road,-1,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1731,1,2015,Thursday,Non Intersection,Main/Proper Lane,30,Dry,Bike Lane,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1947,1,2015,Thursday,Intersection Related,Main/Proper Lane,40,Dry,Bike Lane,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1900,1,2015,Friday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1549,1,2015,Saturday,Non Intersection,Service/Frontage Road,-1,Dry,None,Not Worn
No,No,TRUE,148494,No,Possible Injury,920,1,2015,Monday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Not Injured,1736,0,2015,Monday,Non Intersection,Other (Explain In Narrative),-1,Dry,Stop Sign,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1010,1,2015,Tuesday,Non Intersection,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1612,1,2015,Tuesday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
No,No,FALSE,34215,No,Possible Injury,1413,1,2015,Thursday,Non Intersection,Main/Proper Lane,-1,Dry,Flashing Red Light,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1431,1,2015,Friday,Driveway Access,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1530,1,2015,Friday,Intersection,Main/Proper Lane,35,Dry,Center Stripe/Divider,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1621,1,2015,Friday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
